,Fukuoka-ken Fukuoka-shi Daimyō,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Fukuoka-ken Fukuoka-shi Imaizumi,Fukuoka-ken Fukuoka-shi Momochi,Fukuoka-ken Fukuoka-shi Shiobaru,Fukuoka-ken Fukuoka-shi Takatori,Fukuoka-ken Fukuoka-shi Tenjin,Fukuoka-ken Fukuoka-shi Torikai,Fukuoka-ken Itoshima-shi Maebarunishi,Fukuoka-ken Kitakyūshū-shi Konyamachi,Fukuoka-ken Kitakyūshū-shi None,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Fukuoka-ken Kurume-shi Jōnanmachi,Fukuoka-ken Yame-shi Motomachi,Hiroshima-ken Fukuyama-shi Higashisakuramachi,Hiroshima-ken Hiroshima-shi Kokutaijimachi,Hiroshima-ken Hiroshima-shi Nagarekawachō,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,Hokkaidō Asahikawa-shi 6 Jōdōri,Hokkaidō Katō-gun Motomachi,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,Hokkaidō Sapporo-shi Kita 24 Jōnishi,Hokkaidō Sapporo-shi Kotoni 2 Jō,Hokkaidō Sapporo-shi Minami 3 Jōnishi,Hyōgo-ken Amagasaki-shi Higashinanamatsuchō,Hyōgo-ken Himeji-shi Yasuda,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,Hyōgo-ken Kōbe-shi Kumoidōri,Hyōgo-ken Kōbe-shi Motomachidōri,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Hyōgo-ken Nishinomiya-shi Rokutanjichō,Hyōgo-ken Takarazuka-shi Tōyōchō,Miyagi-ken Sendai-shi Kamisugi,Niigata-ken Kashiwazaki-shi Chūōchō,Niigata-ken Nagaoka-shi Ōtedōri,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,Niigata-ken Niigata-shi Teraohigashi,Shizuoka-ken Hamamatsu-shi Motoshirochō,Shizuoka-ken Numazu-shi Miyukichō,Shizuoka-ken Shizuoka-shi Ōtemachi,Tōkyō-to Adachi-ku Chūōhonchō,Tōkyō-to Bunkyō-ku Kasuga,Tōkyō-to Bunkyō-ku Sendagi,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,Tōkyō-to Chiyoda-ku Kudanminami,Tōkyō-to Chūō-ku Ginza,Tōkyō-to Chūō-ku Tsukiji,Tōkyō-to Edogawa-ku Chūō,Tōkyō-to Fuchū-shi Miyanishichō,Tōkyō-to Itabashi-ku Itabashi,Tōkyō-to Katsushika-ku Tateishi,Tōkyō-to Kita-ku Ōjihonchō,Tōkyō-to Koganei-shi Honchō,Tōkyō-to Kōtō-ku Kameido,Tōkyō-to Kōtō-ku Tomioka,Tōkyō-to Kōtō-ku Tōyō,Tōkyō-to Machida-shi Morino,Tōkyō-to Meguro-ku Jiyūgaoka,Tōkyō-to Meguro-ku Kamimeguro,Tōkyō-to Meguro-ku Takaban,Tōkyō-to Minato-ku Akasaka,Tōkyō-to Minato-ku Roppongi,Tōkyō-to Minato-ku Shibakōen,Tōkyō-to Musashino-shi Kichijōji Honchō,Tōkyō-to Musashino-shi Midorichō,Tōkyō-to Nakano-ku Nakano,Tōkyō-to Nerima-ku Toyotamakita,Tōkyō-to Setagaya-ku Kitazawa,Tōkyō-to Setagaya-ku Okusawa,Tōkyō-to Setagaya-ku Sangenjaya,Tōkyō-to Setagaya-ku Setagaya,Tōkyō-to Shibuya-ku Dōgenzaka,Tōkyō-to Shibuya-ku Higashi,Tōkyō-to Shibuya-ku Jingūmae,Tōkyō-to Shibuya-ku Shibuya,Tōkyō-to Shinagawa-ku Higashigotanda,Tōkyō-to Shinagawa-ku Hiromachi,Tōkyō-to Shinjuku-ku Kabukichō,Tōkyō-to Shinjuku-ku Nishishinjuku,Tōkyō-to Suginami-ku Asagayaminami,Tōkyō-to Tachikawa-shi Izumichō,Tōkyō-to Taitō-ku Asakusa,Tōkyō-to Taitō-ku Higashiueno,Tōkyō-to Taitō-ku Kuramae,Tōkyō-to Toshima-ku Higashiikebukuro,Tōkyō-to Toshima-ku Mejiro,Tōkyō-to Toshima-ku Minamiikebukuro,Tōkyō-to Toshima-ku Nishiikebukuro,Tōkyō-to Toshima-ku Sugamo,Tōkyō-to Ōta-ku Kamata,Tōkyō-to Ōta-ku Kamiikedai,Ōsaka-fu Higashiōsaka-shi Aramotokita,Ōsaka-fu Neyagawa-shi Honmachi,Ōsaka-fu Sakai-shi Minamikawaramachi,Ōsaka-fu Suita-shi Izumichō,Ōsaka-fu Ōsaka-shi Fuminosato,Ōsaka-fu Ōsaka-shi Kyōmachibori,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,Ōsaka-fu Ōsaka-shi Nakanochō,Ōsaka-fu Ōsaka-shi Nanbasennichimae,Ōsaka-fu Ōsaka-shi Shinmachi,Ōsaka-fu Ōsaka-shi Ōgimachi
2016-11-13,4462075.0,0.0,2456766.0,4462075.0,0.0,4105109.0,4147105.0,4462075.0,4073612.0,0.0,4346586.0,0.0,0.0,4126107.0,4462075.0,4462075.0,3937125.0,4399081.0,4462075.0,0.0,0.0,2551257.0,4273093.0,4462075.0,0.0,4168103.0,0.0,4462075.0,4420079.0,0.0,0.0,0.0,4462075.0,3706147.0,4136606.0,4441077.0,2540758.0,4451576.0,3811137.0,4231097.0,3443672.0,4441077.0,3758642.0,3779640.0,4462075.0,4441077.0,4430578.0,2530259.0,2425269.0,4388582.0,4357085.0,4000119.0,4336087.0,4420079.0,3296686.0,4420079.0,0.0,0.0,0.0,0.0,4199600.0,4157604.0,4451576.0,2551257.0,3874131.0,4430578.0,4441077.0,0.0,0.0,0.0,0.0,4231097.0,2267784.0,4441077.0,4462075.0,3863632.0,0.0,4462075.0,4451576.0,4462075.0,0.0,2540758.0,4462075.0,4126107.0,4409580.0,4094610.0,4451576.0,4346586.0,2498762.0,0.0,0.0,4336087.0,4409580.0,4063113.0,0.0,3979121.0,3790139.0,4462075.0,4304590.0,2551257.0,4451576.0,4462075.0
2016-11-14,3313725.0,0.0,1824498.0,3313725.0,0.0,3048627.0,3079815.0,3313725.0,3025236.0,0.0,3227958.0,0.0,0.0,3064221.0,3313725.0,3313725.0,2923875.0,3266943.0,3313725.0,0.0,0.0,1894671.0,3173379.0,3313725.0,0.0,3095409.0,0.0,3313725.0,3282537.0,0.0,0.0,0.0,3313725.0,2752341.0,3072018.0,3298131.0,1886874.0,3305928.0,2830311.0,3142191.0,2557416.0,3298131.0,2791326.0,2806920.0,3313725.0,3298131.0,3290334.0,1879077.0,1801107.0,3259146.0,3235755.0,2970657.0,3220161.0,3282537.0,2448258.0,3282537.0,0.0,0.0,0.0,0.0,3118800.0,3087612.0,3305928.0,1894671.0,2877093.0,3290334.0,3298131.0,0.0,0.0,0.0,0.0,3142191.0,1684152.0,3298131.0,3313725.0,2869296.0,0.0,3313725.0,3305928.0,3313725.0,0.0,1886874.0,3313725.0,3064221.0,3274740.0,3040830.0,3305928.0,3227958.0,1855686.0,0.0,0.0,3220161.0,3274740.0,3017439.0,0.0,2955063.0,2814717.0,3313725.0,3196770.0,1894671.0,3305928.0,3313725.0
2016-11-15,3875575.0,0.0,2133846.0,3875575.0,0.0,3565529.0,3602005.0,3875575.0,3538172.0,0.0,3775266.0,0.0,0.0,3583767.0,3875575.0,3875575.0,3419625.0,3820861.0,3875575.0,0.0,0.0,2215917.0,3711433.0,3875575.0,0.0,3620243.0,0.0,3875575.0,3839099.0,0.0,0.0,0.0,3875575.0,3219007.0,3592886.0,3857337.0,2206798.0,3866456.0,3310197.0,3674957.0,2991032.0,3857337.0,3264602.0,3282840.0,3875575.0,3857337.0,3848218.0,2197679.0,2106489.0,3811742.0,3784385.0,3474339.0,3766147.0,3839099.0,2863366.0,3839099.0,0.0,0.0,0.0,0.0,3647600.0,3611124.0,3866456.0,2215917.0,3364911.0,3848218.0,3857337.0,0.0,0.0,0.0,0.0,3674957.0,1969704.0,3857337.0,3875575.0,3355792.0,0.0,3875575.0,3866456.0,3875575.0,0.0,2206798.0,3875575.0,3583767.0,3829980.0,3556410.0,3866456.0,3775266.0,2170322.0,0.0,0.0,3766147.0,3829980.0,3529053.0,0.0,3456101.0,3291959.0,3875575.0,3738790.0,2215917.0,3866456.0,3875575.0
2016-11-16,4527950.0,0.0,2493036.0,4527950.0,0.0,4165714.0,4208330.0,4527950.0,4133752.0,0.0,4410756.0,0.0,0.0,4187022.0,4527950.0,4527950.0,3995250.0,4464026.0,4527950.0,0.0,0.0,2588922.0,4336178.0,4527950.0,0.0,4229638.0,0.0,4527950.0,4485334.0,0.0,0.0,0.0,4527950.0,3760862.0,4197676.0,4506642.0,2578268.0,4517296.0,3867402.0,4293562.0,3494512.0,4506642.0,3814132.0,3835440.0,4527950.0,4506642.0,4495988.0,2567614.0,2461074.0,4453372.0,4421410.0,4059174.0,4400102.0,4485334.0,3345356.0,4485334.0,0.0,0.0,0.0,0.0,4261600.0,4218984.0,4517296.0,2588922.0,3931326.0,4495988.0,4506642.0,0.0,0.0,0.0,0.0,4293562.0,2301264.0,4506642.0,4527950.0,3920672.0,0.0,4527950.0,4517296.0,4527950.0,0.0,2578268.0,4527950.0,4187022.0,4474680.0,4155060.0,4517296.0,4410756.0,2535652.0,0.0,0.0,4400102.0,4474680.0,4123098.0,0.0,4037866.0,3846094.0,4527950.0,4368140.0,2588922.0,4517296.0,4527950.0
2016-11-17,4583625.0,0.0,2523690.0,4583625.0,0.0,4216935.0,4260075.0,4583625.0,4184580.0,0.0,4464990.0,0.0,0.0,4238505.0,4583625.0,4583625.0,4044375.0,4518915.0,4583625.0,0.0,0.0,2620755.0,4389495.0,4583625.0,0.0,4281645.0,0.0,4583625.0,4540485.0,0.0,0.0,0.0,4583625.0,3807105.0,4249290.0,4562055.0,2609970.0,4572840.0,3914955.0,4346355.0,3537480.0,4562055.0,3861030.0,3882600.0,4583625.0,4562055.0,4551270.0,2599185.0,2491335.0,4508130.0,4475775.0,4109085.0,4454205.0,4540485.0,3386490.0,4540485.0,0.0,0.0,0.0,0.0,4314000.0,4270860.0,4572840.0,2620755.0,3979665.0,4551270.0,4562055.0,0.0,0.0,0.0,0.0,4346355.0,2329560.0,4562055.0,4583625.0,3968880.0,0.0,4583625.0,4572840.0,4583625.0,0.0,2609970.0,4583625.0,4238505.0,4529700.0,4206150.0,4572840.0,4464990.0,2566830.0,0.0,0.0,4454205.0,4529700.0,4173795.0,0.0,4087515.0,3893385.0,4583625.0,4421850.0,2620755.0,4572840.0,4583625.0
2016-11-18,6032875.0,0.0,3321630.0,6032875.0,0.0,5550245.0,5607025.0,6032875.0,5507660.0,0.0,5876730.0,0.0,0.0,5578635.0,6032875.0,6032875.0,5323125.0,5947705.0,6032875.0,0.0,0.0,3449385.0,5777365.0,6032875.0,0.0,5635415.0,0.0,6032875.0,5976095.0,0.0,0.0,0.0,6032875.0,5010835.0,5592830.0,6004485.0,3435190.0,6018680.0,5152785.0,5720585.0,4655960.0,6004485.0,5081810.0,5110200.0,6032875.0,6004485.0,5990290.0,3420995.0,3279045.0,5933510.0,5890925.0,5408295.0,5862535.0,5976095.0,4457230.0,5976095.0,0.0,0.0,0.0,0.0,5678000.0,5621220.0,6018680.0,3449385.0,5237955.0,5990290.0,6004485.0,0.0,0.0,0.0,0.0,5720585.0,3066120.0,6004485.0,6032875.0,5223760.0,0.0,6032875.0,6018680.0,6032875.0,0.0,3435190.0,6032875.0,5578635.0,5961900.0,5536050.0,6018680.0,5876730.0,3378410.0,0.0,0.0,5862535.0,5961900.0,5493465.0,0.0,5379905.0,5124395.0,6032875.0,5819950.0,3449385.0,6018680.0,6032875.0
2016-11-19,6600250.0,0.0,3634020.0,6600250.0,0.0,6072230.0,6134350.0,6600250.0,6025640.0,0.0,6429420.0,0.0,0.0,6103290.0,6600250.0,6600250.0,5823750.0,6507070.0,6600250.0,0.0,0.0,3773790.0,6320710.0,6600250.0,0.0,6165410.0,0.0,6600250.0,6538130.0,0.0,0.0,0.0,6600250.0,5482090.0,6118820.0,6569190.0,3758260.0,6584720.0,5637390.0,6258590.0,5093840.0,6569190.0,5559740.0,5590800.0,6600250.0,6569190.0,6553660.0,3742730.0,3587430.0,6491540.0,6444950.0,5916930.0,6413890.0,6538130.0,4876420.0,6538130.0,0.0,0.0,0.0,0.0,6212000.0,6149880.0,6584720.0,3773790.0,5730570.0,6553660.0,6569190.0,0.0,0.0,0.0,0.0,6258590.0,3354480.0,6569190.0,6600250.0,5715040.0,0.0,6600250.0,6584720.0,6600250.0,0.0,3758260.0,6600250.0,6103290.0,6522600.0,6056700.0,6584720.0,6429420.0,3696140.0,0.0,0.0,6413890.0,6522600.0,6010110.0,0.0,5885870.0,5606330.0,6600250.0,6367300.0,3773790.0,6584720.0,6600250.0
2016-11-20,4743425.0,0.0,2611674.0,4743425.0,0.0,4363951.0,4408595.0,4743425.0,4330468.0,0.0,4620654.0,0.0,0.0,4386273.0,4743425.0,4743425.0,4185375.0,4676459.0,4743425.0,0.0,0.0,2712123.0,4542527.0,4743425.0,0.0,4430917.0,0.0,4743425.0,4698781.0,0.0,0.0,0.0,4743425.0,3939833.0,4397434.0,4721103.0,2700962.0,4732264.0,4051443.0,4497883.0,3660808.0,4721103.0,3995638.0,4017960.0,4743425.0,4721103.0,4709942.0,2689801.0,2578191.0,4665298.0,4631815.0,4252341.0,4609493.0,4698781.0,3504554.0,4698781.0,0.0,0.0,0.0,0.0,4464400.0,4419756.0,4732264.0,2712123.0,4118409.0,4709942.0,4721103.0,0.0,0.0,0.0,0.0,4497883.0,2410776.0,4721103.0,4743425.0,4107248.0,0.0,4743425.0,4732264.0,4743425.0,0.0,2700962.0,4743425.0,4386273.0,4687620.0,4352790.0,4732264.0,4620654.0,2656318.0,0.0,0.0,4609493.0,4687620.0,4319307.0,0.0,4230019.0,4029121.0,4743425.0,4576010.0,2712123.0,4732264.0,4743425.0
2016-11-21,3429325.0,0.0,1888146.0,3429325.0,0.0,3154979.0,3187255.0,3429325.0,3130772.0,0.0,3340566.0,0.0,0.0,3171117.0,3429325.0,3429325.0,3025875.0,3380911.0,3429325.0,0.0,0.0,1960767.0,3284083.0,3429325.0,0.0,3203393.0,0.0,3429325.0,3397049.0,0.0,0.0,0.0,3429325.0,2848357.0,3179186.0,3413187.0,1952698.0,3421256.0,2929047.0,3251807.0,2646632.0,3413187.0,2888702.0,2904840.0,3429325.0,3413187.0,3405118.0,1944629.0,1863939.0,3372842.0,3348635.0,3074289.0,3332497.0,3397049.0,2533666.0,3397049.0,0.0,0.0,0.0,0.0,3227600.0,3195324.0,3421256.0,1960767.0,2977461.0,3405118.0,3413187.0,0.0,0.0,0.0,0.0,3251807.0,1742904.0,3413187.0,3429325.0,2969392.0,0.0,3429325.0,3421256.0,3429325.0,0.0,1952698.0,3429325.0,3171117.0,3388980.0,3146910.0,3421256.0,3340566.0,1920422.0,0.0,0.0,3332497.0,3388980.0,3122703.0,0.0,3058151.0,2912909.0,3429325.0,3308290.0,1960767.0,3421256.0,3429325.0
2016-11-22,5651650.0,0.0,3111732.0,5651650.0,0.0,5199518.0,5252710.0,5651650.0,5159624.0,0.0,5505372.0,0.0,0.0,5226114.0,5651650.0,5651650.0,4986750.0,5571862.0,5651650.0,0.0,0.0,3231414.0,5412286.0,5651650.0,0.0,5279306.0,0.0,5651650.0,5598458.0,0.0,0.0,0.0,5651650.0,4694194.0,5239412.0,5625054.0,3218116.0,5638352.0,4827174.0,5359094.0,4361744.0,5625054.0,4760684.0,4787280.0,5651650.0,5625054.0,5611756.0,3204818.0,3071838.0,5558564.0,5518670.0,5066538.0,5492074.0,5598458.0,4175572.0,5598458.0,0.0,0.0,0.0,0.0,5319200.0,5266008.0,5638352.0,3231414.0,4906962.0,5611756.0,5625054.0,0.0,0.0,0.0,0.0,5359094.0,2872368.0,5625054.0,5651650.0,4893664.0,0.0,5651650.0,5638352.0,5651650.0,0.0,3218116.0,5651650.0,5226114.0,5585160.0,5186220.0,5638352.0,5505372.0,3164924.0,0.0,0.0,5492074.0,5585160.0,5146326.0,0.0,5039942.0,4800578.0,5651650.0,5452180.0,3231414.0,5638352.0,5651650.0
2016-11-23,4672875.0,0.0,2572830.0,4672875.0,0.0,4299045.0,4343025.0,4672875.0,4266060.0,0.0,4551930.0,0.0,0.0,4321035.0,4672875.0,4672875.0,4123125.0,4606905.0,4672875.0,0.0,0.0,2671785.0,4474965.0,4672875.0,0.0,4365015.0,0.0,4672875.0,4628895.0,0.0,0.0,0.0,4672875.0,3881235.0,4332030.0,4650885.0,2660790.0,4661880.0,3991185.0,4430985.0,3606360.0,4650885.0,3936210.0,3958200.0,4672875.0,4650885.0,4639890.0,2649795.0,2539845.0,4595910.0,4562925.0,4189095.0,4540935.0,4628895.0,3452430.0,4628895.0,0.0,0.0,0.0,0.0,4398000.0,4354020.0,4661880.0,2671785.0,4057155.0,4639890.0,4650885.0,0.0,0.0,0.0,0.0,4430985.0,2374920.0,4650885.0,4672875.0,4046160.0,0.0,4672875.0,4661880.0,4672875.0,0.0,2660790.0,4672875.0,4321035.0,4617900.0,4288050.0,4661880.0,4551930.0,2616810.0,0.0,0.0,4540935.0,4617900.0,4255065.0,0.0,4167105.0,3969195.0,4672875.0,4507950.0,2671785.0,4661880.0,4672875.0
2016-11-24,3631625.0,0.0,1999530.0,3631625.0,0.0,3341095.0,3375275.0,3631625.0,3315460.0,0.0,3537630.0,0.0,0.0,3358185.0,3631625.0,3631625.0,3204375.0,3580355.0,3631625.0,0.0,0.0,2076435.0,3477815.0,3631625.0,0.0,3392365.0,0.0,3631625.0,3597445.0,0.0,0.0,0.0,3631625.0,3016385.0,3366730.0,3614535.0,2067890.0,3623080.0,3101835.0,3443635.0,2802760.0,3614535.0,3059110.0,3076200.0,3631625.0,3614535.0,3605990.0,2059345.0,1973895.0,3571810.0,3546175.0,3255645.0,3529085.0,3597445.0,2683130.0,3597445.0,0.0,0.0,0.0,0.0,3418000.0,3383820.0,3623080.0,2076435.0,3153105.0,3605990.0,3614535.0,0.0,0.0,0.0,0.0,3443635.0,1845720.0,3614535.0,3631625.0,3144560.0,0.0,3631625.0,3623080.0,3631625.0,0.0,2067890.0,3631625.0,3358185.0,3588900.0,3332550.0,3623080.0,3537630.0,2033710.0,0.0,0.0,3529085.0,3588900.0,3306915.0,0.0,3238555.0,3084745.0,3631625.0,3503450.0,2076435.0,3623080.0,3631625.0
2016-11-25,5881150.0,0.0,3238092.0,5881150.0,0.0,5410658.0,5466010.0,5881150.0,5369144.0,0.0,5728932.0,0.0,0.0,5438334.0,5881150.0,5881150.0,5189250.0,5798122.0,5881150.0,0.0,0.0,3362634.0,5632066.0,5881150.0,0.0,5493686.0,0.0,5881150.0,5825798.0,0.0,0.0,0.0,5881150.0,4884814.0,5452172.0,5853474.0,3348796.0,5867312.0,5023194.0,5576714.0,4538864.0,5853474.0,4954004.0,4981680.0,5881150.0,5853474.0,5839636.0,3334958.0,3196578.0,5784284.0,5742770.0,5272278.0,5715094.0,5825798.0,4345132.0,5825798.0,0.0,0.0,0.0,0.0,5535200.0,5479848.0,5867312.0,3362634.0,5106222.0,5839636.0,5853474.0,0.0,0.0,0.0,0.0,5576714.0,2989008.0,5853474.0,5881150.0,5092384.0,0.0,5881150.0,5867312.0,5881150.0,0.0,3348796.0,5881150.0,5438334.0,5811960.0,5396820.0,5867312.0,5728932.0,3293444.0,0.0,0.0,5715094.0,5811960.0,5355306.0,0.0,5244602.0,4995518.0,5881150.0,5673580.0,3362634.0,5867312.0,5881150.0
2016-11-26,6958525.0,0.0,3831282.0,6958525.0,0.0,6401843.0,6467335.0,6958525.0,6352724.0,0.0,6778422.0,0.0,0.0,6434589.0,6958525.0,6958525.0,6139875.0,6860287.0,6958525.0,0.0,0.0,3978639.0,6663811.0,6958525.0,0.0,6500081.0,0.0,6958525.0,6893033.0,0.0,0.0,0.0,6958525.0,5779669.0,6450962.0,6925779.0,3962266.0,6942152.0,5943399.0,6598319.0,5370344.0,6925779.0,5861534.0,5894280.0,6958525.0,6925779.0,6909406.0,3945893.0,3782163.0,6843914.0,6794795.0,6238113.0,6762049.0,6893033.0,5141122.0,6893033.0,0.0,0.0,0.0,0.0,6549200.0,6483708.0,6942152.0,3978639.0,6041637.0,6909406.0,6925779.0,0.0,0.0,0.0,0.0,6598319.0,3536568.0,6925779.0,6958525.0,6025264.0,0.0,6958525.0,6942152.0,6958525.0,0.0,3962266.0,6958525.0,6434589.0,6876660.0,6385470.0,6942152.0,6778422.0,3896774.0,0.0,0.0,6762049.0,6876660.0,6336351.0,0.0,6205367.0,5910653.0,6958525.0,6712930.0,3978639.0,6942152.0,6958525.0
2016-11-27,4331175.0,0.0,2384694.0,4331175.0,0.0,3984681.0,4025445.0,4331175.0,3954108.0,0.0,4219074.0,0.0,0.0,4005063.0,4331175.0,4331175.0,3821625.0,4270029.0,4331175.0,0.0,0.0,2476413.0,4147737.0,4331175.0,0.0,4045827.0,0.0,4331175.0,4290411.0,0.0,0.0,0.0,4331175.0,3597423.0,4015254.0,4310793.0,2466222.0,4320984.0,3699333.0,4106973.0,3342648.0,4310793.0,3648378.0,3668760.0,4331175.0,4310793.0,4300602.0,2456031.0,2354121.0,4259838.0,4229265.0,3882771.0,4208883.0,4290411.0,3199974.0,4290411.0,0.0,0.0,0.0,0.0,4076400.0,4035636.0,4320984.0,2476413.0,3760479.0,4300602.0,4310793.0,0.0,0.0,0.0,0.0,4106973.0,2201256.0,4310793.0,4331175.0,3750288.0,0.0,4331175.0,4320984.0,4331175.0,0.0,2466222.0,4331175.0,4005063.0,4280220.0,3974490.0,4320984.0,4219074.0,2425458.0,0.0,0.0,4208883.0,4280220.0,3943917.0,0.0,3862389.0,3678951.0,4331175.0,4178310.0,2476413.0,4320984.0,4331175.0
2016-11-28,3481175.0,0.0,1916694.0,3481175.0,0.0,3202681.0,3235445.0,3481175.0,3178108.0,0.0,3391074.0,0.0,0.0,3219063.0,3481175.0,3481175.0,3071625.0,3432029.0,3481175.0,0.0,0.0,1990413.0,3333737.0,3481175.0,0.0,3251827.0,0.0,3481175.0,3448411.0,0.0,0.0,0.0,3481175.0,2891423.0,3227254.0,3464793.0,1982222.0,3472984.0,2973333.0,3300973.0,2686648.0,3464793.0,2932378.0,2948760.0,3481175.0,3464793.0,3456602.0,1974031.0,1892121.0,3423838.0,3399265.0,3120771.0,3382883.0,3448411.0,2571974.0,3448411.0,0.0,0.0,0.0,0.0,3276400.0,3243636.0,3472984.0,1990413.0,3022479.0,3456602.0,3464793.0,0.0,0.0,0.0,0.0,3300973.0,1769256.0,3464793.0,3481175.0,3014288.0,0.0,3481175.0,3472984.0,3481175.0,0.0,1982222.0,3481175.0,3219063.0,3440220.0,3194490.0,3472984.0,3391074.0,1949458.0,0.0,0.0,3382883.0,3440220.0,3169917.0,0.0,3104389.0,2956951.0,3481175.0,3358310.0,1990413.0,3472984.0,3481175.0
2016-11-29,4213025.0,0.0,2319642.0,4213025.0,0.0,3875983.0,3915635.0,4213025.0,3846244.0,0.0,4103982.0,0.0,0.0,3895809.0,4213025.0,4213025.0,3717375.0,4153547.0,4213025.0,0.0,0.0,2408859.0,4034591.0,4213025.0,0.0,3935461.0,0.0,4213025.0,4173373.0,0.0,0.0,0.0,4213025.0,3499289.0,3905722.0,4193199.0,2398946.0,4203112.0,3598419.0,3994939.0,3251464.0,4193199.0,3548854.0,3568680.0,4213025.0,4193199.0,4183286.0,2389033.0,2289903.0,4143634.0,4113895.0,3776853.0,4094069.0,4173373.0,3112682.0,4173373.0,0.0,0.0,0.0,0.0,3965200.0,3925548.0,4203112.0,2408859.0,3657897.0,4183286.0,4193199.0,0.0,0.0,0.0,0.0,3994939.0,2141208.0,4193199.0,4213025.0,3647984.0,0.0,4213025.0,4203112.0,4213025.0,0.0,2398946.0,4213025.0,3895809.0,4163460.0,3866070.0,4203112.0,4103982.0,2359294.0,0.0,0.0,4094069.0,4163460.0,3836331.0,0.0,3757027.0,3578593.0,4213025.0,4064330.0,2408859.0,4203112.0,4213025.0
2016-11-30,4484175.0,0.0,2468934.0,4484175.0,0.0,4125441.0,4167645.0,4484175.0,4093788.0,0.0,4368114.0,0.0,0.0,4146543.0,4484175.0,4484175.0,3956625.0,4420869.0,4484175.0,0.0,0.0,2563893.0,4294257.0,4484175.0,0.0,4188747.0,0.0,4484175.0,4441971.0,0.0,0.0,0.0,4484175.0,3724503.0,4157094.0,4463073.0,2553342.0,4473624.0,3830013.0,4252053.0,3460728.0,4463073.0,3777258.0,3798360.0,4484175.0,4463073.0,4452522.0,2542791.0,2437281.0,4410318.0,4378665.0,4019931.0,4357563.0,4441971.0,3313014.0,4441971.0,0.0,0.0,0.0,0.0,4220400.0,4178196.0,4473624.0,2563893.0,3893319.0,4452522.0,4463073.0,0.0,0.0,0.0,0.0,4252053.0,2279016.0,4463073.0,4484175.0,3882768.0,0.0,4484175.0,4473624.0,4484175.0,0.0,2553342.0,4484175.0,4146543.0,4431420.0,4114890.0,4473624.0,4368114.0,2511138.0,0.0,0.0,4357563.0,4431420.0,4083237.0,0.0,3998829.0,3808911.0,4484175.0,4325910.0,2563893.0,4473624.0,4484175.0
2016-12-01,4365175.0,0.0,2403414.0,4365175.0,0.0,4015961.0,4057045.0,4365175.0,3985148.0,0.0,4252194.0,0.0,0.0,4036503.0,4365175.0,4365175.0,3851625.0,4303549.0,4365175.0,0.0,0.0,2495853.0,4180297.0,4365175.0,0.0,4077587.0,0.0,4365175.0,4324091.0,0.0,0.0,0.0,4365175.0,3625663.0,4046774.0,4344633.0,2485582.0,4354904.0,3728373.0,4139213.0,3368888.0,4344633.0,3677018.0,3697560.0,4365175.0,4344633.0,4334362.0,2475311.0,2372601.0,4293278.0,4262465.0,3913251.0,4241923.0,4324091.0,3225094.0,4324091.0,0.0,0.0,0.0,0.0,4108400.0,4067316.0,4354904.0,2495853.0,3789999.0,4334362.0,4344633.0,0.0,0.0,0.0,0.0,4139213.0,2218536.0,4344633.0,4365175.0,3779728.0,0.0,4365175.0,4354904.0,4365175.0,0.0,2485582.0,4365175.0,4036503.0,4313820.0,4005690.0,4354904.0,4252194.0,2444498.0,0.0,0.0,4241923.0,4313820.0,3974877.0,0.0,3892709.0,3707831.0,4365175.0,4211110.0,2495853.0,4354904.0,4365175.0
2016-12-02,6180350.0,0.0,3402828.0,6180350.0,0.0,5685922.0,5744090.0,6180350.0,5642296.0,0.0,6020388.0,0.0,0.0,5715006.0,6180350.0,6180350.0,5453250.0,6093098.0,6180350.0,0.0,0.0,3533706.0,5918594.0,6180350.0,0.0,5773174.0,0.0,6180350.0,6122182.0,0.0,0.0,0.0,6180350.0,5133326.0,5729548.0,6151266.0,3519164.0,6165808.0,5278746.0,5860426.0,4769776.0,6151266.0,5206036.0,5235120.0,6180350.0,6151266.0,6136724.0,3504622.0,3359202.0,6078556.0,6034930.0,5540502.0,6005846.0,6122182.0,4566188.0,6122182.0,0.0,0.0,0.0,0.0,5816800.0,5758632.0,6165808.0,3533706.0,5365998.0,6136724.0,6151266.0,0.0,0.0,0.0,0.0,5860426.0,3141072.0,6151266.0,6180350.0,5351456.0,0.0,6180350.0,6165808.0,6180350.0,0.0,3519164.0,6180350.0,5715006.0,6107640.0,5671380.0,6165808.0,6020388.0,3460996.0,0.0,0.0,6005846.0,6107640.0,5627754.0,0.0,5511418.0,5249662.0,6180350.0,5962220.0,3533706.0,6165808.0,6180350.0
