,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
505,2017-05-20,22.8,27.7,18.6,,13.1,,3.6,14.5,1012.9,53.0,1016.5,2.5
506,2017-05-21,22.8,26.1,19.9,,11.1,,3.2,15.7,1012.7,56.0,1016.3,9.3
507,2017-05-22,22.5,25.8,20.1,,12.9,,3.1,17.4,1012.1,64.0,1015.6,2.3
508,2017-05-23,22.4,26.5,20.0,,9.9,,2.7,17.6,1008.9,66.0,1012.4,6.0
509,2017-05-24,21.5,23.6,19.5,3.5,0.0,,1.4,20.0,1005.5,78.0,1009.1,10.0
510,2017-05-25,20.4,22.8,18.4,24.5,2.0,,1.7,20.6,1002.3,86.0,1005.8,10.0
511,2017-05-26,22.5,27.6,18.8,0.0,7.9,,3.3,17.3,1000.4,64.0,1003.9,7.0
512,2017-05-27,20.0,23.7,16.4,,9.6,,3.5,11.7,1007.4,50.0,1011.0,1.8
513,2017-05-28,20.4,23.9,16.4,,13.3,,2.7,12.9,1010.3,54.0,1013.9,2.8
514,2017-05-29,22.7,27.9,18.8,,12.5,,3.1,15.6,1009.4,57.0,1013.0,2.5
515,2017-05-30,23.9,27.7,21.4,,9.2,,3.1,19.6,1007.6,67.0,1011.2,5.5
516,2017-05-31,23.9,26.9,21.6,0.0,6.2,,3.3,21.2,1002.7,72.0,1006.2,10.0
