,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
477,2017-04-22,1.8,5.6,-1.3,3.0,0.1,0.0,,3.0,6.4,1006.5,92.0,1011.5,9.3
478,2017-04-23,2.4,6.0,0.5,4.0,1.6,0.0,,3.9,6.3,1013.5,87.0,1018.5,10.0
479,2017-04-24,2.9,6.5,0.9,,9.8,,,3.4,6.7,1021.6,89.0,1026.6,5.3
480,2017-04-25,4.6,7.6,2.0,0.0,0.0,,,3.6,8.5,1017.5,99.0,1022.5,10.0
481,2017-04-26,5.6,8.5,4.2,0.0,0.1,,,3.8,,1006.4,,1011.3,10.0
482,2017-04-27,5.9,11.4,4.2,1.0,7.0,,,3.1,8.3,995.4,90.0,1000.3,8.5
483,2017-04-28,7.2,11.0,3.9,,12.6,,,4.3,7.5,997.7,75.0,1002.5,3.3
484,2017-04-29,6.7,9.7,4.5,0.5,4.9,,,4.4,8.1,999.1,83.0,1004.0,7.5
485,2017-04-30,6.9,12.1,1.7,,11.2,,,5.7,8.4,1001.5,84.0,1006.3,8.3
486,2017-05-01,8.9,15.5,4.6,0.0,11.9,,,6.7,8.1,1002.8,73.0,1007.7,7.8
487,2017-05-02,6.5,12.6,3.7,,13.0,,,4.8,7.5,1014.6,78.0,1019.6,2.8
488,2017-05-03,10.6,19.3,2.5,,12.7,,,3.9,7.4,1014.5,62.0,1019.3,4.5
489,2017-05-04,9.6,13.7,5.3,,13.2,,,4.7,7.7,1014.0,65.0,1018.8,1.3
490,2017-05-05,8.4,11.0,5.9,,8.1,,,4.0,8.9,1007.2,81.0,1012.0,7.3
491,2017-05-06,9.0,15.0,4.7,,3.6,,,3.7,9.4,1001.8,82.0,1006.6,7.5
492,2017-05-07,8.8,12.1,5.1,,12.1,,,7.8,7.7,997.2,68.0,1002.1,0.5
493,2017-05-08,9.0,14.0,6.6,2.0,7.1,,,8.1,7.7,995.8,68.0,1000.6,6.3
494,2017-05-09,9.5,15.5,5.0,,13.6,,,4.5,7.3,1008.3,62.0,1013.2,0.5
495,2017-05-10,9.0,13.0,5.0,3.5,8.5,,,3.3,9.1,1010.7,80.0,1015.6,8.3
496,2017-05-11,10.0,11.3,8.8,22.5,0.0,,,4.5,11.9,1001.7,96.0,1006.5,10.0
497,2017-05-12,7.9,14.7,3.9,,12.3,,,5.0,8.9,1011.0,83.0,1015.9,5.8
498,2017-05-13,4.4,6.8,2.9,,2.4,,,3.5,7.4,1017.3,88.0,1022.3,10.0
499,2017-05-14,4.8,8.5,2.4,,2.4,,,3.5,7.0,1016.7,81.0,1021.7,8.3
500,2017-05-15,6.0,8.5,4.3,0.0,0.0,,,3.6,8.0,1013.4,85.0,1018.3,10.0
501,2017-05-16,6.9,9.5,5.3,11.0,0.0,,,3.0,9.7,1004.8,97.0,1009.7,10.0
502,2017-05-17,7.5,11.8,4.7,,10.6,,,2.7,9.3,1003.6,90.0,1008.5,4.5
503,2017-05-18,11.5,16.9,5.7,,14.1,,,2.7,9.9,1004.8,74.0,1009.6,0.8
504,2017-05-19,12.5,18.3,8.9,,14.0,,,4.3,9.7,1005.0,68.0,1009.8,3.5
505,2017-05-20,15.1,22.8,8.9,,12.2,,,4.7,9.9,1005.1,59.0,1009.8,7.0
506,2017-05-21,10.1,16.7,7.5,0.0,9.2,,,4.0,10.0,1009.7,81.0,1014.5,8.8
507,2017-05-22,12.1,16.0,8.0,0.0,1.1,,,3.5,10.6,1010.8,75.0,1015.6,10.0
508,2017-05-23,11.1,14.9,9.0,0.0,0.0,,,2.5,10.5,1009.1,80.0,1013.9,10.0
509,2017-05-24,9.3,12.0,7.2,0.0,0.0,,,2.3,11.1,1004.3,95.0,1009.1,10.0
510,2017-05-25,12.5,15.5,10.4,2.0,0.0,,,5.0,13.4,1006.1,93.0,1010.9,10.0
511,2017-05-26,13.2,17.8,9.3,0.0,0.5,,,6.2,11.3,1005.3,75.0,1010.1,10.0
512,2017-05-27,9.0,11.4,6.9,35.5,0.0,,,5.1,11.2,1005.7,98.0,1010.6,10.0
513,2017-05-28,7.7,9.9,5.7,0.0,0.4,,,3.0,10.1,1002.7,96.0,1007.6,9.3
514,2017-05-29,13.0,19.1,5.9,1.0,11.5,,,3.1,10.9,1000.2,75.0,1004.9,7.8
515,2017-05-30,15.0,20.8,11.1,,9.6,,,3.1,12.3,1000.2,73.0,1004.9,8.5
516,2017-05-31,15.1,19.8,9.9,,11.2,,,3.9,12.3,999.0,73.0,1003.8,7.5
